#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
VAV1(24667),ADGRE1(5533)	INSR	./.	-/.	chr19:6882033	chr19:7164730	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000171105.14	.	.	downstream	upstream	duplicates(1)	.	.	.
MYADM	VSTM1	+/.	-/.	chr19:53872354	chr19:54050209	intron	intron	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000179820.16	ENSG00000189068.11	.	.	downstream	upstream	mismatches	.	.	.
ZNF566	ZNF461	-/.	-/.	chr19:36487771	chr19:36650050	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000186017.16	ENSG00000197808.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF765	ZNF761	+/+	+/+	chr19:53402167	chr19:53449546	CDS	CDS	deletion/read-through	0	0	2	4	5	low	.	.	.	.	.	ENSG00000196417.13	ENSG00000160336.17	.	.	downstream	upstream	relative_support	.	.	.
WDR87BP	SIPA1L3	-/.	+/.	chr19:37834568	chr19:37949974	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000225868.8	ENSG00000105738.11	.	.	downstream	upstream	mismatches	.	.	.
NWD1	MYO9B	+/.	+/.	chr19:16781921	chr19:17132679	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188039.17	ENSG00000099331.14	.	.	downstream	upstream	mismatches(1)	.	.	.
DNMT1	PDE4A	-/.	+/.	chr19:10186608	chr19:10425064	intron	intron	deletion/read-through/3'-3'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000130816.17	ENSG00000065989.16	.	.	downstream	upstream	mismatches	.	.	.
RPL39P38	MIR3188(3180),RPL39P38(2)	-/-	./-	chr19:18285395	chr19:18285341	exon	intergenic	deletion/read-through	0	0	0	103	98	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
ZFP30	WDR87	-/.	-/.	chr19:37645049	chr19:37895483	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000120784.17	ENSG00000171804.11	.	.	downstream	upstream	mismatches	.	.	.
ZNF626	VN1R80P(12800),ZNF714(5098)	-/.	./.	chr19:20647788	chr19:21077061	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188171.17	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643864	chr19:12643852	3'UTR	exon	deletion/read-through	0	0	0	123	127	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
EEF1A1P7	EEF1A1P7(112),LINC01531(15347)	+/+	./+	chr19:35383999	chr19:35384164	exon	intergenic	deletion/read-through	0	0	0	621	488	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
ZIM2-AS1	ZNF8	+/.	+/.	chr19:56939825	chr19:58282049	intergenic	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000269793.7	ENSG00000278129.2	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF525	RPL39P36	+/+	+/+	chr19:53386379	chr19:53413340	3'UTR	exon	deletion/read-through	0	0	0	105	25	low	.	.	.	.	.	ENSG00000203326.12	ENSG00000239912.1	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2278),ENSG00000238150(41)	ENSG00000238150	./+	+/+	chr19:53775558	chr19:53775616	intergenic	exon	deletion/read-through	0	0	0	290	360	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
COLGALT1	ENSG00000285188	+/+	-/+	chr19:17582149	chr19:18251029	3'UTR	intron	deletion/5'-5'	0	0	0	3	2	low	.	.	.	.	.	ENSG00000130309.12	ENSG00000285188.1	.	.	downstream	upstream	mismatches	.	.	.
PGLYRP2	CYP4F23P(11713),ENSG00000267135(15201)	-/.	./.	chr19:15492433	chr19:15596422	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000161031.13	.	.	.	downstream	upstream	mismatches	.	.	.
MRPL54	CREB3L3	+/.	+/.	chr19:3763688	chr19:4170417	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000183617.5	ENSG00000060566.14	.	.	downstream	upstream	mismatches	.	.	.
NCLN	NCLN	+/.	+/.	chr19:3200774	chr19:3200946	intron	intron	duplication	0	1	0	1	1	low	.	.	.	.	.	ENSG00000125912.11	ENSG00000125912.11	.	.	upstream	downstream	min_support	.	.	.
ZNF429	ZNF729	+/.	+/.	chr19:21549058	chr19:22295270	intron	intron	deletion	0	0	0	3	1	low	.	.	.	.	.	ENSG00000197013.11	ENSG00000196350.9	.	.	downstream	upstream	mismatches(1)	.	.	.
PCAT19	ENSG00000268582(6979),CEACAM7(13361)	-/.	./.	chr19:41489263	chr19:41659942	intron	intergenic	deletion/read-through	0	0	1	4	4	low	.	.	.	.	.	ENSG00000267107.9	.	.	.	downstream	upstream	non_coding_neighbors	.	.	.
CD70	Y_RNA(10107),CD70(19)	-/-	./-	chr19:6583203	chr19:6583164	3'UTR	intergenic	deletion/read-through	0	0	0	2	3	low	.	.	.	.	.	ENSG00000125726.11	.	.	.	upstream	downstream	read_through	.	.	.
LSM14A(22251),GARRE1(3013)	UBA2	./.	+/.	chr19:34251539	chr19:34458424	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000126261.13	.	.	downstream	upstream	mismatches(1)	.	.	.
RPS18P13(2293),IL12RB1(7612)	IL12RB1	./.	-/.	chr19:18051383	chr19:18081750	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000096996.16	.	.	downstream	upstream	read_through(1)	.	.	.
SLC5A5(24436),CCDC124(13405)	IL12RB1	./.	-/.	chr19:17919610	chr19:18081756	intergenic	intron	deletion/read-through	0	0	0	4	2	low	.	.	.	.	.	.	ENSG00000096996.16	.	.	downstream	upstream	duplicates(1)	.	.	.
ZNF728	ENSG00000267886	-/.	+/.	chr19:22995672	chr19:23081556	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269067.2	ENSG00000267886.1	.	.	downstream	upstream	mismatches(1)	.	.	.
NCAN	CILP2(14000),PBX4(1048)	+/.	./.	chr19:19229026	chr19:19560659	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130287.14	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF329	ENSG00000283515	-/-	+/-	chr19:58132307	chr19:58247660	5'UTR	intron	deletion/read-through/3'-3'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000181894.15	ENSG00000283515.1	.	.	downstream	upstream	mismatches(1)	.	.	.
NLRP13	NLRP8	-/.	+/.	chr19:55930560	chr19:55950953	intron	intron	deletion/read-through/3'-3'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000173572.12	ENSG00000179709.8	.	.	downstream	upstream	mismatches(2)	.	.	.
RAB4B	ENSG00000268797	+/.	+/.	chr19:40785046	chr19:40829727	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000167578.18	ENSG00000268797.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267698	WDR62	+/.	+/.	chr19:36020534	chr19:36092245	intron	intron	deletion/read-through	0	0	0	5	0	low	.	.	.	.	.	ENSG00000267698.2	ENSG00000075702.19	.	.	downstream	upstream	mismatches(5)	.	.	.
GRIN2D	SEC1P(2794),FUT2(10932)	+/.	./.	chr19:48432143	chr19:48685039	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105464.4	.	.	.	downstream	upstream	mismatches	.	.	.
PPIAP59	KLK4(15668),PPIAP59(16)	-/-	./-	chr19:50927190	chr19:50927063	exon	intergenic	deletion/read-through	0	0	0	84	5	low	.	.	.	.	.	ENSG00000228674.4	.	.	.	upstream	downstream	read_through	.	.	.
TRPM4	PRRG2	+/.	+/.	chr19:49192351	chr19:49589374	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000130529.16	ENSG00000126460.11	.	.	downstream	upstream	mismatches	.	.	.
ZNF329	ZNF544	-/-	+/-	chr19:58132307	chr19:58247660	5'UTR	intron	deletion/read-through/3'-3'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000181894.15	ENSG00000198131.15	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF471	ENSG00000286125	+/.	+/.	chr19:56517434	chr19:56749234	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000196263.8	ENSG00000286125.3	.	.	downstream	upstream	mismatches	.	.	.
MIR7-3HG	FEM1A	+/+	+/+	chr19:4784320	chr19:4799289	intron	3'UTR	deletion/read-through	0	0	0	3	4	low	.	.	.	.	.	ENSG00000176840.14	ENSG00000141965.5	.	.	downstream	upstream	read_through(3)	.	.	.
RN7SL155P(2182),KLHL26(2935)	MAU2	./.	+/.	chr19:18634090	chr19:19332935	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000129933.21	.	.	downstream	upstream	mismatches	.	.	.
ZNF709	ZNF791	-/-	+/-	chr19:12472396	chr19:12631607	intron	3'UTR	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000242852.7	ENSG00000173875.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267174	ELOF1	-/.	-/.	chr19:11319909	chr19:11328242	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000267174.7	ENSG00000130165.11	.	.	downstream	upstream	read_through(1)	.	.	.
DMPK	SYMPK	-/.	-/.	chr19:45776215	chr19:45822197	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000104936.20	ENSG00000125755.19	.	.	downstream	upstream	mismatches	.	.	.
RPL39P38	MIR3188(3171),RPL39P38(11)	-/-	./-	chr19:18285393	chr19:18285332	exon	intergenic	deletion/read-through	0	0	0	103	109	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
RPL39P38	MIR3188(3155),RPL39P38(27)	-/-	./-	chr19:18285394	chr19:18285316	exon	intergenic	deletion/read-through	0	0	0	103	104	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643869	chr19:12643841	3'UTR	exon	deletion/read-through	0	0	0	123	127	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
TSPAN16	ELOF1	+/.	-/.	chr19:11319909	chr19:11328242	intron	intergenic	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000130167.14	ENSG00000130165.11	.	.	downstream	upstream	read_through(1)	.	.	.
EPS15L1	TMEM38A(18931),ENSG00000269419(3363)	-/.	./.	chr19:16456168	chr19:16708954	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000127527.14	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF98	ENSG00000268105	-/.	+/.	chr19:22481019	chr19:23128206	intron	exon	deletion/3'-3'	0	0	0	0	121	low	.	.	.	.	.	ENSG00000197360.9	ENSG00000268105.1	.	.	downstream	upstream	mismatches(1)	.	.	.
VAV1	ENSG00000233214(7179),ENSG00000232680(1126)	+/.	./.	chr19:6848560	chr19:35431831	intron	intergenic	duplication	0	0	0	1	0	low	.	.	.	.	.	ENSG00000141968.8	.	.	.	upstream	downstream	mismatches(1)	.	.	.
CHMP2A	CHMP2A	-/-	-/-	chr19:58552070	chr19:58552111	CDS	CDS	duplication/ITD	0	0	0	10	10	low	.	.	.	.	.	ENSG00000130724.10	ENSG00000130724.10	.	.	upstream	downstream	low_entropy(1)	.	.	.
C3	VAV1	-/.	+/.	chr19:6724341	chr19:6856211	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000125730.18	ENSG00000141968.8	.	.	downstream	upstream	mismatches	.	.	.
TPRX1	CA11	-/.	-/.	chr19:47807511	chr19:48643353	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000178928.9	ENSG00000063180.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF563(9309),ZNF442(2915)	ENSG00000269755	./.	-/.	chr19:12343029	chr19:12437989	intergenic	intron	deletion/read-through	0	0	1	2	1	low	.	.	.	.	.	.	ENSG00000269755.1	.	.	downstream	upstream	min_support,mismatches(1)	.	.	.
CAPN12	FBXO27	-/.	-/.	chr19:38749879	chr19:39027970	intron	intron	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000182472.9	ENSG00000161243.10	.	.	downstream	upstream	mismatches(1)	.	.	.
LILRA5	KIR3DX1	-/.	+/.	chr19:54311121	chr19:54540202	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000187116.14	ENSG00000104970.12	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000275210	KIR3DX1	-/.	+/.	chr19:54311121	chr19:54540202	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000275210.1	ENSG00000104970.12	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000288072(56414),ENSG00000267223(77359)	ZNF536	./.	+/.	chr19:30142307	chr19:30399553	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000198597.10	.	.	downstream	upstream	mismatches	.	.	.
CHAF1A	ENSG00000267011	+/.	-/.	chr19:4437948	chr19:4470932	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167670.16	ENSG00000267011.5	.	.	downstream	upstream	mismatches	.	.	.
NLRP7	PTPRH	-/.	-/.	chr19:54933310	chr19:55192745	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167634.12	ENSG00000080031.10	.	.	downstream	upstream	mismatches	.	.	.
PRKCSH	ENSG00000279977	+/+	-/+	chr19:11449692	chr19:16610565	3'UTR	exon	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130175.10	ENSG00000279977.1	.	.	downstream	upstream	mismatches	.	.	.
TINCR	ENSG00000267314	-/.	+/.	chr19:5569504	chr19:5910995	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000223573.7	ENSG00000267314.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF626	ZNF429	-/.	+/.	chr19:20630345	chr19:21550060	intron	intron	deletion/3'-3'	0	0	0	1	5	low	.	.	.	.	.	ENSG00000188171.17	ENSG00000197013.11	.	.	downstream	upstream	mismatches	.	.	.
APBA3	EBI3	-/.	+/.	chr19:3756260	chr19:4236188	exon	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000011132.12	ENSG00000105246.6	.	.	downstream	upstream	mismatches	.	.	.
MVB12A	ENSG00000269035	+/.	-/.	chr19:17428266	chr19:17456904	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000141971.14	ENSG00000269035.1	.	.	downstream	upstream	read_through	.	.	.
EEF2	Metazoa_SRP(604),CREB3L3(25295)	-/.	./.	chr19:3978654	chr19:4128336	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000167658.16	.	.	.	downstream	upstream	mismatches	.	.	.
MVB12A	NXNL1	+/.	-/.	chr19:17428266	chr19:17456904	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000141971.14	ENSG00000171773.3	.	.	downstream	upstream	read_through	.	.	.
JAK3	KCNN1	-/.	+/.	chr19:17845249	chr19:17930986	intron	intergenic	deletion/read-through/3'-3'	0	1	0	1	1	low	.	.	.	.	.	ENSG00000105639.21	ENSG00000105642.16	.	.	downstream	upstream	min_support	.	.	.
ZNF331(12122),ENSG00000290755(7237)	ENSG00000238150	./+	+/+	chr19:53592391	chr19:53775729	intergenic	exon	deletion/read-through	0	0	0	0	12	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF430	ZNF43(12709),ZNF208(68124)	+/.	./.	chr19:21048272	chr19:21864834	intron	intergenic	deletion	0	0	0	4	1	low	.	.	.	.	.	ENSG00000118620.13	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF430	ZNF257(14717),ZNF92P2(22430)	+/.	./.	chr19:21048272	chr19:22106197	intron	intergenic	deletion	0	0	0	4	2	low	.	.	.	.	.	ENSG00000118620.13	.	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000277825	CHERP	-/-	-/-	chr19:16353002	chr19:16539380	exon	intron	deletion/read-through	0	0	0	4	3	low	.	.	.	.	.	ENSG00000277825.1	ENSG00000085872.15	.	.	downstream	upstream	mismatches(1)	.	.	.
TECR	NOTCH3(7402),ENSG00000269635(12618)	+/.	./.	chr19:14535542	chr19:15208397	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000099797.15	.	.	.	downstream	upstream	mismatches	.	.	.
SUGP2	TMEM161A	-/.	-/.	chr19:19018587	chr19:19123953	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000064607.17	ENSG00000064545.15	.	.	downstream	upstream	mismatches	.	.	.
RPL39P36	ZNF813	+/+	+/+	chr19:53413245	chr19:53495955	exon	3'UTR	deletion/read-through	0	0	0	54	25	low	.	.	.	.	.	ENSG00000239912.1	ENSG00000198346.11	.	.	downstream	upstream	mismatches	.	.	.
RPS27AP19	LRRC8E	+/+	+/+	chr19:7666367	chr19:7895090	exon	intron	deletion/read-through	0	0	0	121	0	low	.	.	.	.	.	ENSG00000269228.1	ENSG00000171017.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269825	ZNF28	-/.	-/.	chr19:52677093	chr19:52812645	intron	intron	deletion/read-through	0	0	0	0	4	low	.	.	.	.	.	ENSG00000269825.3	ENSG00000198538.11	.	.	downstream	upstream	low_entropy(1)	.	.	.
KCNN1	PIK3R2	+/.	+/.	chr19:17976797	chr19:18159824	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105642.16	ENSG00000105647.19	.	.	downstream	upstream	mismatches(1)	.	.	.
GNG7	ZNF556	-/.	+/.	chr19:2566964	chr19:2876631	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000176533.13	ENSG00000172000.7	.	.	downstream	upstream	mismatches	.	.	.
ZNF665	ENSG00000269758	-/.	-/.	chr19:53186085	chr19:53269436	intron	intron	deletion/read-through	0	1	0	3	2	low	.	.	.	.	.	ENSG00000197497.11	ENSG00000269758.1	.	.	downstream	upstream	min_support	.	.	.
SIPA1L3	SPINT2	+/.	+/.	chr19:38084888	chr19:38262007	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105738.11	ENSG00000167642.13	.	.	downstream	upstream	mismatches(1)	.	.	.
SEPTIN7P8(2279),ENSG00000238150(40)	ENSG00000238150	./+	+/+	chr19:53775559	chr19:53775625	intergenic	exon	deletion/read-through	0	0	0	290	335	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
ENSG00000267879	KLK14	+/.	-/.	chr19:50993875	chr19:51080893	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267879.2	ENSG00000129437.11	.	.	downstream	upstream	mismatches	.	.	.
HSD17B14	TULP2	-/.	-/.	chr19:48833473	chr19:48895662	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000087076.9	ENSG00000104804.9	.	.	downstream	upstream	mismatches(1)	.	.	.
PEPD	LSM14A	-/.	+/.	chr19:33467173	chr19:34224081	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000124299.16	ENSG00000257103.9	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269026	TRIM28	+/.	+/.	chr19:57740147	chr19:58548893	intron	CDS	deletion	0	0	0	1	12	low	.	.	.	.	.	ENSG00000269026.2	ENSG00000130726.12	.	.	downstream	upstream	mismatches	.	.	.
GNG7	ZNF554	-/.	+/.	chr19:2606529	chr19:2751813	intron	intergenic	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000176533.13	ENSG00000172006.12	.	.	downstream	upstream	mismatches(1)	.	.	.
DPP9(10643),MIR7-3HG(33715)	PLIN3	./.	-/.	chr19:4735316	chr19:4842474	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105355.9	.	.	downstream	upstream	mismatches	.	.	.
GIPC3	PIP5K1C	+/.	-/.	chr19:3588866	chr19:3677506	intron	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000179855.9	ENSG00000186111.11	.	.	downstream	upstream	mismatches(1)	.	.	.
LINC01801	ENSG00000268947	-/.	+/.	chr19:34829887	chr19:35263198	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267767.3	ENSG00000268947.1	.	.	downstream	upstream	mismatches	.	.	.
CNN2	FAM174C	+/.	+/.	chr19:1031773	chr19:1278009	intron	intron	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000064666.15	ENSG00000228300.14	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269237	LINC00664	+/.	+/.	chr19:21409043	chr19:21492783	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269237.1	ENSG00000268658.5	.	.	downstream	upstream	read_through	.	.	.
SMG9	ENSG00000283525(2372),ENSG00000290609(2372),IRGC(13196)	-/-	./-	chr19:43730678	chr19:43702880	3'UTR	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105771.14	.	.	.	upstream	downstream	mismatches(1)	.	.	.
LINC02987	LINC02987(71885),ENSG00000267509(8398)	+/.	./.	chr19:27858160	chr19:28056869	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267575.9	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000279063(1981),ZNF628-DT(6068)	FIZ1	./.	-/.	chr19:55469915	chr19:55594354	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000179943.8	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000283403	ENSG00000290606(34298),MAN1A2P1(28737)	-/.	./.	chr19:28684689	chr19:28762075	intron	intergenic	deletion/read-through	0	0	0	9	4	low	.	.	.	.	.	ENSG00000283403.1	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000283403	ENSG00000290606(34298),MAN1A2P1(28737)	-/.	./.	chr19:28496126	chr19:28762075	intron	intergenic	deletion/read-through	0	0	0	1	4	low	.	.	.	.	.	ENSG00000283403.1	.	.	.	downstream	upstream	mismatches	.	.	.
CYTH2	GYS1	+/+	-/+	chr19:48476669	chr19:48981247	exon	intron	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000105443.17	ENSG00000104812.15	.	.	downstream	upstream	mismatches	.	.	.
CKM	ERCC1(2611),RTN2(3855)	-/.	./.	chr19:45316213	chr19:45481439	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000104879.5	.	.	.	downstream	upstream	mismatches	.	.	.
POU2F2	POU2F2	-/.	-/.	chr19:42111472	chr19:42111555	intron	intron	duplication/ITD	0	0	0	2	2	low	.	.	.	.	.	ENSG00000028277.22	ENSG00000028277.22	.	.	upstream	downstream	same_gene	.	.	.
NECTIN2	PPM1N	+/.	+/.	chr19:44857847	chr19:45490164	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130202.10	ENSG00000213889.11	.	.	downstream	upstream	mismatches	.	.	.
SIGLEC11(1978),SIGLEC16(6450)	ZNF473	./.	+/.	chr19:49963150	chr19:50052714	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000142528.16	.	.	downstream	upstream	mismatches	.	.	.
EIF3K	LGALS7(13967),LGALS7B(1716)	+/.	./.	chr19:38625564	chr19:38787484	intron	intergenic	deletion/read-through	0	0	0	2	3	low	.	.	.	.	.	ENSG00000178982.10	.	.	.	downstream	upstream	mismatches	.	.	.
ILF3	QTRT1(518),DNM2(4100)	+/.	./.	chr19:10665735	chr19:10713955	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000129351.18	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643878	chr19:12643818	3'UTR	exon	deletion/read-through	0	0	0	123	201	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
NFIX	LINC01842	+/.	+/.	chr19:13653732	chr19:14339489	intergenic	intron	deletion	0	0	0	2	2	low	.	.	.	.	.	ENSG00000008441.19	ENSG00000267147.3	.	.	downstream	upstream	mismatches(1)	.	.	.
RAB3D	ZNF69	-/.	+/.	chr19:11333145	chr19:11894236	intron	intron	deletion/3'-3'	0	0	0	3	3	low	.	.	.	.	.	ENSG00000105514.8	ENSG00000198429.10	.	.	downstream	upstream	mismatches(1)	.	.	.
CERS1	RN7SL70P(246),SUGP2(32384)	-/.	./.	chr19:18890571	chr19:18958504	intron	intergenic	deletion/read-through	0	0	0	3	4	low	.	.	.	.	.	ENSG00000223802.9	.	.	.	downstream	upstream	mismatches	.	.	.
ADAMTS10	NFILZ	-/-	+/-	chr19:8615097	chr19:8678396	intergenic	3'UTR	deletion/read-through/3'-3'	0	0	0	7	0	low	.	.	.	.	.	ENSG00000142303.14	ENSG00000268480.4	.	.	downstream	upstream	mismatches(1)	.	.	.
CRTC1	GDF1	+/.	-/.	chr19:18759063	chr19:18890507	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000105662.16	ENSG00000130283.9	.	.	downstream	upstream	mismatches(1)	.	.	.
UBA2	LINC02965	+/.	+/.	chr19:34436529	chr19:34854713	intron	exon	deletion	0	0	0	4	2	low	.	.	.	.	.	ENSG00000126261.13	ENSG00000269086.3	.	.	downstream	upstream	mismatches(2)	.	.	.
TMPRSS9	LMNB2	+/.	-/.	chr19:2405931	chr19:2439969	intron	intron	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000178297.15	ENSG00000176619.13	.	.	downstream	upstream	mismatches(1)	.	.	.
HNRNPL(8314),RINL(7169)	ENSG00000269547	./.	-/.	chr19:38860661	chr19:38943362	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000269547.1	.	.	downstream	upstream	mismatches(1)	.	.	.
HIPK4	PRX	-/.	-/.	chr19:40388248	chr19:40409095	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000160396.9	ENSG00000105227.16	.	.	downstream	upstream	read_through	.	.	.
